STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,AGE,Age,SEX,Sex,PERS_TYPE,Type of personnel,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,PRICE_BASE,Price base,BASE_PER,Base period,CURRENCY,Currency,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US53,Washington,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,89735.94345,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ARG,Argentina,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ESP,Spain,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ISL,Iceland,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,51465.734,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,LTU,Lithuania,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,45085.079,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,LVA,Latvia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,45086.027,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SWE,Sweden,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,72168.547,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US02,Alaska,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,78207.81572,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US10,Delaware,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,126457.1653,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ZAF,South Africa,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,BFR,French Community,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,80791.53088,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,HUN,Hungary,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,25526.336,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,MEX,Mexico,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US06,California,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,144256.3805,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US08,Colorado,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,116847.0037,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US16,Idaho,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,57053.01278,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US20,Kansas,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,54845.37583,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US30,Montana (US),SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US36,New York,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US45,South Carolina,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,HUN,Hungary,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,35316.893,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US26,Michigan,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,103672.2836,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US36,New York,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,85870.21165,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,USA,United States,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,64298.026,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,EST,Estonia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,40765.146,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,UKB,England,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,124366.38,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US28,Mississippi,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,86820.47358,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,CZE,Czechia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,38287.272,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,DNK,Denmark,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,92120.062,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ESP,Spain,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ESP,Spain,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,IDN,Indonesia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,NOR,Norway,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,50468.829,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,OECD,OECD,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,76571.751,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SWE,Sweden,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,48880.69,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US19,Iowa,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US19,Iowa,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,59750.79304,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US46,South Dakota,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,84351.21829,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US48,Texas,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US48,Texas,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,62135.04486,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ZAF,South Africa,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ZAF,South Africa,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,BFR,French Community,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,98652.83161,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,EU25,European Union (25 countries),SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,73132.951,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,HUN,Hungary,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,39989.119,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,LUX,Luxembourg,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SVK,Slovak Republic,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,AUS,Australia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,103540.48,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,IDN,Indonesia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ISR,Israel,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,74674.741,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,PRT,Portugal,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,67514.972,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US11,District of Columbia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US12,Florida,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US22,Louisiana,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,51438.52009,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US55,Wisconsin,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
