STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,AGE,Age,SEX,Sex,PERS_TYPE,Type of personnel,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,PRICE_BASE,Price base,BASE_PER,Base period,CURRENCY,Currency,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US22,Louisiana,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,52063.84495,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US36,New York,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,160256.1688,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US45,South Carolina,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,51111.77277,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,CHL,Chile,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,48713.499,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,HRV,Croatia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,OECD_REP,OECD average country,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US16,Idaho,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,95393.20495,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US20,Kansas,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,95218.51371,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US23,Maine,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,60237.41477,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US09,Connecticut,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,91068.69002,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US10,Delaware,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US29,Missouri,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,97116.53937,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US46,South Dakota,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,89232.92742,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,DEU,Germany,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,90235.418,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,EST,Estonia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,32373.756,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,IDN,Indonesia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,ISL,Iceland,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,71714.842,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SWE,Sweden,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,51659.553,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US02,Alaska,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US09,Connecticut,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US10,Delaware,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US28,Mississippi,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,49373.28415,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,COL,Colombia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,IRL,Ireland,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,JPN,Japan,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,KOR,Korea,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,OECD_REP,OECD average country,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US42,Pennsylvania,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,79925.68135,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,BGR,Bulgaria,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,DEU,Germany,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,82145.126,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,LVA,Latvia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,24038.239,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,MEX,Mexico,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,O,Missing value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US21,Kentucky,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US24,Maryland,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,69380.17737,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US36,New York,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,148655.8132,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US39,Ohio,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,68591.67438,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US46,South Dakota,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SVK,Slovak Republic,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,28168.43,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US11,District of Columbia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,83568.82467,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US31,Nebraska,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,106453.4109,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US37,North Carolina,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,52483.65307,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US49,Utah,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,61030.98455,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US50,Vermont,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,112291.0991,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SWE,Sweden,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,43029.291,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US25,Massachusetts,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,134970.9518,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US51,Virginia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,107278.6395,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,BFR,French Community,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,58173.218,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,CHN,China (People’s Republic of),SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,SVK,Slovak Republic,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,28168.43,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US04,Arizona,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,90846.94586,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US06,California,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,Y25T64,From 25 to 64 years,_T,Total,TE,,89465.20257,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US12,Florida,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US31,Nebraska,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,Y25T64,From 25 to 64 years,_T,Total,SH,,108701.8908,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,US55,Wisconsin,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,TE,,,,L,Missing value; data exist but were not collected,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2022,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL(1.1),Actual salary of teachers and school heads - full dataset,I,CZE,Czechia,SAL_ACT,Actual salaries,USD_PPP,"US dollars, PPP converted",INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,Y25T64,From 25 to 64 years,_T,Total,SH,,43889.626,,A,Normal value,0,Units,MEAN,Arithmetic mean,V,Current prices,,,_Z,Not applicable,2021,,0,Zero
